age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source
38,1,1,0,1.0,8,15.97,60.16,21,4,5,19,1,1,0,1,12,3,1,5.0,0.4,54.75,847,3
33,1,6,0,1.2,6,14.32,42.01,12,2,5,5,0,0,13,0,7,2,2,5.0,0.8,94.58,1081,4
50,0,0,0,2.0,12,15.74,47.62,17,4,5,12,1,1,24,1,3,2,1,4.0,0.67,55.41,146,3
22,1,3,2,1.2,8,14.72,45.63,14,5,4,7,1,0,17,2,4,2,1,4.0,0.18,57.72,984,2
41,0,2,2,2.0,9,7.58,18.9,14,5,3,12,1,2,43,1,5,0,1,3.0,0.59,40.59,202,2
32,0,1,2,1.2,8,14.71,25.07,14,8,4,14,0,2,31,0,5,3,2,4.0,0.75,70.14,166,3
43,0,3,1,1.0,9,15.14,61.77,8,4,3,19,2,0,3,1,7,5,2,2.0,0.91,34.51,653,3
42,1,3,1,1.2,8,8.4,47.79,11,5,6,13,0,0,41,1,6,5,3,5.0,0.56,59.69,1151,3
45,0,3,2,1.1,13,34.24,46.97,10,3,3,19,0,0,17,1,8,2,5,1.0,0.01,57.07,228,3
50,0,3,0,1.2,13,26.44,37.13,6,6,7,23,1,0,21,1,3,5,1,3.0,0.78,66.5,617,3
35,1,3,2,1.2,7,23.38,30.1,12,6,4,17,1,1,4,0,5,6,0,5.0,0.21,65.67,1030,0
35,0,3,2,2.0,8,10.45,51.43,10,3,4,21,1,0,22,1,8,5,1,5.0,0.16,86.08,354,3
55,1,0,0,1.1,9,6.65,37.68,11,7,1,17,0,0,39,1,8,5,1,5.0,0.15,63.52,204,3
50,1,3,0,1.0,5,2.69,28.7,7,2,3,19,0,0,4,1,5,5,4,2.0,0.42,84.31,784,1
44,2,6,2,2.0,5,24.29,43.44,8,5,8,14,0,0,11,1,8,3,3,4.0,0.09,63.65,511,4
32,0,6,2,1.0,5,16.24,28.31,15,4,3,18,0,0,25,0,5,2,1,4.0,0.75,79.31,961,1
30,0,1,0,2.0,10,20.03,20.27,11,6,6,23,1,0,32,0,1,0,3,5.0,0.04,52.42,134,3
51,1,6,0,1.0,7,6.42,49.93,12,4,5,10,0,1,24,1,7,3,2,4.0,0.07,64.1,577,1
21,0,4,0,1.1,6,13.41,68.24,9,5,2,19,1,0,40,1,3,4,0,4.0,0.05,86.16,1152,2
52,1,6,2,2.0,11,17.61,50.53,18,6,3,3,1,1,35,1,10,3,2,3.0,0.73,37.98,603,3
36,0,5,0,1.1,11,24.99,48.49,6,8,4,20,0,0,9,2,8,1,0,4.0,0.39,72.69,711,2
48,0,2,2,2.0,8,11.78,76.51,9,3,6,15,0,0,3,2,9,4,3,1.0,0.73,64.4,960,3
42,1,5,2,2.1,8,1.72,66.73,11,2,3,14,0,0,13,0,8,5,4,3.6306638801191693,0.4,72.45,143,4
57,0,5,1,2.0,11,14.37,19.62,13,5,4,17,1,0,34,1,3,1,0,4.0,0.64,74.52,119,1
29,1,3,0,1.0,10,4.11,85.41,12,3,4,24,1,0,20,1,1,1,0,1.0,0.7,57.65,1144,2
29,1,3,0,2.0,4,5.88,49.1,12,4,2,11,0,0,22,1,8,7,1,4.0,0.17,59.81,332,3
59,1,3,1,1.1,7,1.62,30.43,11,4,6,22,0,0,40,0,5,5,2,3.0,0.74,72.12,1131,0
42,1,6,1,2.0,14,15.67,54.19,19,2,10,9,0,0,12,1,9,4,1,4.0,0.73,56.65,866,2
50,0,2,2,1.1,7,14.3,88.98,13,7,2,16,1,0,24,0,8,3,1,5.0,0.52,68.08,109,3
54,0,3,2,2.1,8,4.03,39.93,11,7,5,18,1,0,42,1,2,2,1,5.0,0.76,66.33,921,3
45,1,3,0,1.2,11,9.71,76.92,11,2,5,18,0,0,18,1,5,0,4,3.6306638801191693,0.01,85.09,1127,2
26,0,6,0,2.0,7,5.52,40.5,17,3,3,23,0,0,11,1,0,3,1,3.6306638801191693,0.23,46.39,903,3
31,1,3,0,1.0,9,12.36,28.65,11,7,3,15,1,0,10,1,5,4,2,5.0,0.5,78.32,1052,3
20,0,6,1,1.1,9,3.96,38.0,12,4,4,16,1,0,20,1,7,2,1,4.0,0.02,82.55,646,4
22,0,2,2,2.0,14,6.88,57.18,11,8,7,23,0,1,4,0,8,5,0,2.0,0.7,61.04,159,2
43,0,1,0,2.1,11,4.1,74.59,15,2,4,6,0,0,5,0,8,4,1,3.0,0.09,65.1,383,3
58,0,1,2,1.2,5,7.92,30.55,18,8,2,3,0,1,26,0,7,1,5,3.6306638801191693,0.52,51.31,130,1
35,1,3,2,1.2,7,17.07,68.46,17,8,6,15,0,1,44,2,3,2,1,5.0,0.94,62.37,1101,4
55,0,5,0,1.0,7,7.48,63.5,16,4,4,23,0,0,37,1,7,6,1,1.0,0.56,72.17,640,3
38,1,1,0,1.2,3,58.23,44.66,16,3,7,19,0,0,13,2,6,4,4,3.0,0.89,53.3,223,0
56,0,3,2,1.2,11,13.84,18.83,14,8,3,12,0,0,7,1,9,2,1,3.6306638801191693,0.61,62.97,991,3
33,2,0,0,1.2,12,1.21,45.3,14,1,3,24,0,0,2,1,4,1,1,4.0,0.55,49.92,88,3
57,0,2,2,2.0,8,7.21,38.49,17,5,5,19,0,0,8,0,8,2,3,3.0,0.8,71.69,1009,3
40,1,3,0,2.1,7,13.09,25.4,6,4,2,20,0,0,15,1,6,5,3,3.6306638801191693,0.62,76.45,805,4
46,1,0,0,1.0,10,17.86,42.23,15,8,7,24,1,0,31,1,4,3,1,4.0,0.39,65.2,428,3
27,1,3,0,2.0,17,6.87,29.81,11,8,1,10,1,0,34,1,4,2,0,5.0,0.85,66.69,69,0
22,0,3,0,1.0,10,5.67,31.93,7,2,4,8,1,0,40,1,7,5,1,3.0,0.53,60.23,849,1
28,0,6,0,1.1,7,12.93,40.8,8,3,7,21,0,0,0,2,4,2,1,3.6306638801191693,0.22,51.0,217,0
46,0,0,1,1.2,6,31.81,50.0,16,6,2,17,0,0,29,0,6,4,0,4.0,0.31,93.41,980,2
44,0,3,0,2.0,7,6.68,42.03,12,5,6,9,0,0,0,2,6,1,1,3.0,0.77,71.74,1168,4
51,1,5,0,2.1,13,18.38,22.37,16,6,10,24,0,0,37,0,2,2,1,4.0,0.54,54.8,1095,3
31,2,0,0,1.1,7,6.38,15.95,10,5,3,5,1,0,5,2,8,3,3,1.0,0.17,34.99,892,4
58,0,1,0,1.0,8,21.82,50.44,10,5,5,7,1,1,16,1,11,2,1,3.6306638801191693,0.2,56.98,241,2
59,1,3,0,1.2,6,11.58,42.21,13,1,3,15,0,0,26,1,12,3,3,2.0,0.25,99.49,671,3
27,0,5,0,1.1,8,2.86,54.55,14,5,8,11,0,0,43,1,9,6,3,5.0,0.34,81.71,855,1
59,0,5,0,2.0,11,29.01,63.53,12,5,3,13,0,0,10,1,8,2,3,4.0,0.99,90.38,600,1
28,0,5,0,1.2,10,25.29,38.82,12,8,3,12,1,0,29,0,3,1,1,4.0,0.58,83.65,544,3
28,2,3,2,1.0,6,4.2,55.03,7,11,2,22,0,0,4,1,12,3,3,3.0,0.59,59.24,219,2
52,0,3,0,2.0,4,6.53,14.33,4,4,2,12,1,0,31,2,3,3,3,4.0,0.84,88.13,1115,2
36,1,3,0,2.0,8,14.55,51.53,7,4,3,4,0,0,39,0,4,3,4,4.0,0.07,77.71,165,3
41,1,1,0,1.0,5,2.68,48.27,12,5,2,21,0,0,33,1,6,5,1,1.0,0.53,57.53,171,3
18,1,1,0,1.0,10,17.73,48.85,19,9,6,17,1,0,4,1,5,2,4,4.0,0.58,51.06,1186,2
29,1,0,0,2.0,3,1.46,60.97,12,2,4,3,0,0,24,1,6,4,3,4.0,0.5,56.78,121,1
31,1,3,1,2.0,15,10.92,45.0,11,4,3,18,0,0,25,1,10,2,6,5.0,0.11,70.65,674,3
20,1,5,0,1.2,8,18.38,49.66,10,3,4,23,0,0,35,0,9,3,3,4.0,0.49,94.12,319,4
49,1,3,0,2.0,10,7.52,5.0,13,1,4,16,0,0,29,1,5,1,2,2.0,0.94,54.46,668,2
33,1,3,2,1.0,14,16.01,72.38,17,4,3,9,0,0,21,0,5,6,2,5.0,0.21,29.81,507,3
55,0,5,2,1.2,5,14.69,33.63,18,11,5,3,0,0,2,1,7,5,6,5.0,0.43,67.79,115,3
27,0,3,0,1.1,5,16.3,54.53,9,6,6,10,0,0,17,2,7,5,1,3.0,0.95,57.76,470,3
34,1,3,0,1.0,7,25.83,99.11,7,3,2,15,0,0,22,0,4,4,2,3.6306638801191693,0.48,70.91,341,3
57,1,6,2,2.0,8,1.25,48.78,8,3,6,9,0,0,23,1,9,4,0,3.6306638801191693,0.95,55.91,799,3
21,0,3,2,1.2,13,12.08,34.21,16,8,3,23,0,0,26,1,9,4,2,4.0,0.28,72.98,503,3
32,1,6,2,1.0,5,3.57,65.37,16,3,1,17,1,1,28,1,4,3,2,5.0,0.33,76.55,213,1
50,1,1,2,2.0,8,7.84,30.18,21,2,3,23,0,1,26,1,2,4,3,5.0,0.47,77.93,10,1
56,0,3,0,1.0,6,11.96,33.6,9,5,8,10,0,1,36,2,7,4,1,3.6306638801191693,0.42,66.76,232,3
27,0,5,0,2.0,5,7.31,15.77,11,5,0,9,0,0,10,0,8,2,1,4.0,0.82,61.2,426,4
24,1,3,2,2.1,6,4.09,43.53,17,4,2,13,0,0,22,0,6,4,1,5.0,0.03,77.93,651,3
50,1,6,2,2.0,8,16.07,48.98,15,3,7,20,0,0,18,1,6,2,2,1.0,0.66,85.22,101,3
34,1,0,0,1.2,5,9.01,52.93,22,3,4,24,0,1,23,0,7,1,1,5.0,0.59,59.29,923,3
29,0,3,0,1.2,9,26.47,22.05,10,2,6,23,0,0,24,1,9,4,4,3.6306638801191693,0.42,42.32,437,3
34,0,3,0,1.1,7,5.96,33.32,11,5,1,14,0,0,16,2,7,5,0,5.0,0.58,67.66,194,4
33,1,0,0,1.0,6,27.65,5.17,12,6,3,12,0,0,6,0,8,6,2,4.0,0.16,53.17,636,1
31,1,6,0,2.1,7,26.87,57.0,12,3,1,14,1,0,44,2,5,3,3,1.0,0.32,57.05,52,3
20,0,6,0,1.2,7,8.04,29.44,10,6,4,11,0,0,22,0,8,1,2,5.0,0.25,51.55,707,3
47,1,6,2,1.1,2,13.12,5.0,9,7,2,7,0,0,17,0,7,2,1,5.0,0.15,75.07,1162,3
58,2,3,2,2.1,7,6.86,69.39,14,8,4,19,1,0,43,1,5,5,0,2.0,0.93,63.14,1096,3
52,1,2,0,2.1,6,12.08,22.54,13,3,4,20,0,1,25,1,5,5,2,4.0,0.84,79.56,475,1
43,1,3,2,1.0,7,52.48,48.09,14,5,3,6,0,0,36,1,5,5,4,5.0,0.54,43.5,104,3
29,1,3,1,1.2,10,5.27,54.32,5,3,2,23,1,0,34,1,6,2,1,4.0,0.47,66.06,901,4
48,0,0,0,2.0,7,15.57,70.94,13,5,3,21,1,0,16,0,6,6,3,3.0,0.67,49.52,935,3
34,0,3,0,2.0,11,4.64,62.6,15,8,6,19,2,0,36,1,7,2,2,5.0,0.89,66.58,521,3
54,0,3,0,2.0,9,18.65,37.11,13,6,3,15,1,0,40,1,6,2,4,1.0,0.26,57.77,992,3
25,1,6,2,1.0,10,14.17,49.27,18,7,2,8,1,0,28,1,7,0,2,4.0,0.94,73.72,502,2
36,0,5,1,1.1,4,13.44,81.9,7,4,7,12,1,0,37,0,7,1,1,5.0,0.92,67.99,726,4
43,1,3,0,1.1,9,8.14,37.07,18,2,2,4,0,0,5,1,6,2,7,3.6306638801191693,0.32,87.35,749,2
21,0,0,0,1.1,8,9.08,41.87,14,8,3,13,0,0,40,1,4,3,1,4.0,0.35,52.65,820,2
32,1,6,1,1.1,4,4.78,66.13,10,6,3,11,1,0,15,1,6,0,1,1.0,0.34,83.49,1180,3
31,1,3,1,1.0,14,9.2,65.32,9,6,4,13,0,0,26,0,6,5,1,3.0,0.91,68.73,902,3
47,2,6,2,1.2,7,32.84,73.98,11,2,6,3,1,1,32,0,4,4,3,4.0,0.36,60.7,63,1
59,0,3,0,2.1,4,1.33,58.73,12,3,0,6,0,0,0,1,8,4,1,2.0,0.38,51.86,908,3
41,0,3,0,2.0,7,31.92,67.4,8,8,1,6,2,0,12,1,4,0,0,5.0,0.67,95.04,898,1
51,1,6,0,1.0,7,24.48,68.64,16,7,5,9,0,1,12,1,4,3,1,4.0,0.58,51.94,557,3
36,1,5,0,1.1,10,24.92,15.36,13,7,3,18,2,0,12,1,6,4,3,4.0,0.72,48.2,86,4
20,0,3,0,1.2,9,6.32,47.22,12,9,2,5,0,0,11,1,2,1,2,4.0,0.32,45.21,187,2
21,1,2,2,1.0,10,20.85,42.67,10,3,2,23,0,0,5,1,10,2,3,2.0,0.4,57.85,1029,2
28,1,3,0,1.1,8,24.02,49.49,8,9,7,16,0,0,27,0,6,2,1,4.0,0.05,69.71,1174,3
30,0,3,0,2.1,6,4.18,25.22,13,4,4,7,0,0,42,2,4,8,1,3.0,0.55,80.76,659,2
35,1,6,0,1.2,11,31.87,47.26,12,1,4,4,1,0,29,1,7,1,2,2.0,0.59,70.14,735,2
36,2,1,0,2.0,9,4.15,38.47,10,3,4,4,0,0,6,1,7,3,3,3.0,0.43,65.75,563,3
50,1,3,0,2.0,5,10.59,58.3,15,4,5,23,0,0,9,1,2,4,4,5.0,0.69,76.08,748,3
55,0,0,2,2.0,5,13.69,53.97,14,6,2,4,0,0,1,1,5,1,3,4.0,0.82,90.23,1053,2
20,0,6,2,1.2,4,22.12,17.66,5,3,4,12,0,0,16,1,4,2,0,5.0,0.25,80.67,233,3
52,1,6,0,2.1,6,6.73,44.53,15,4,1,17,0,0,35,0,4,2,3,4.0,0.49,37.47,221,2
18,0,0,2,1.2,9,4.38,56.04,15,6,6,13,1,0,35,1,4,3,1,2.0,0.53,62.96,310,3
52,0,6,0,1.2,5,16.69,76.07,14,6,4,12,0,0,14,1,6,1,2,3.0,0.78,64.07,724,3
53,0,3,1,2.0,10,14.68,29.94,9,4,5,10,1,0,5,0,10,3,5,3.0,0.13,59.9,578,2
55,0,0,0,1.2,6,20.51,23.19,13,9,0,24,0,0,43,2,2,1,2,4.0,0.3,75.48,1004,2
56,1,4,0,1.1,6,3.9,60.31,11,3,2,15,1,0,25,1,4,2,2,4.0,0.43,82.96,409,1
42,0,1,0,1.0,5,6.35,21.3,10,7,5,9,1,0,18,1,4,4,2,5.0,0.84,94.39,145,3
57,0,2,0,1.1,10,11.72,40.12,15,4,2,16,2,0,12,1,7,3,4,3.6306638801191693,0.31,77.79,268,3
30,0,1,0,1.1,8,5.19,82.41,10,7,3,12,1,0,44,1,9,3,2,3.0,0.56,56.77,407,4
21,1,1,2,2.0,7,10.24,41.12,15,6,3,12,0,0,25,0,6,4,2,4.0,0.13,73.16,1140,3
23,0,3,0,2.0,7,8.82,17.59,18,6,6,22,1,0,29,1,8,3,0,3.0,0.09,68.58,1192,0
28,1,2,2,2.0,9,3.68,40.21,11,1,5,19,0,0,26,1,5,4,3,1.0,0.07,39.71,618,4
18,1,3,2,1.0,12,8.43,30.36,6,2,0,6,0,0,20,0,6,4,7,3.6306638801191693,0.33,57.14,356,3
25,0,6,2,2.0,11,11.63,48.29,14,4,4,12,0,0,34,1,6,3,2,5.0,0.16,68.71,551,1
51,1,3,2,2.0,9,6.92,65.53,17,9,4,6,0,0,39,0,5,6,2,5.0,0.34,58.4,987,2
57,0,3,2,2.1,10,18.21,51.04,16,7,1,19,0,0,10,2,4,4,1,4.0,0.84,90.85,206,3
26,0,5,2,1.2,8,14.05,39.43,10,2,1,11,0,0,30,1,7,2,0,3.0,0.82,91.15,626,3
53,1,3,0,1.2,4,11.02,44.4,13,5,1,18,0,0,0,1,9,3,2,5.0,0.96,38.27,76,3
56,0,3,0,2.0,7,9.27,42.1,9,4,5,12,0,1,31,0,3,2,3,4.0,0.67,70.44,1139,2
59,0,6,2,2.1,14,24.73,50.47,16,3,2,3,0,1,22,1,3,2,1,3.0,0.42,80.79,793,0
54,0,3,1,2.1,9,24.95,55.41,9,6,4,15,1,0,3,1,8,3,1,5.0,0.22,84.07,1020,3
59,0,3,0,1.2,12,32.8,69.91,8,7,6,22,0,0,9,1,9,3,1,4.0,0.68,67.69,71,1
38,1,1,0,1.2,4,8.02,64.14,16,5,2,24,0,0,37,0,5,4,3,4.0,0.94,76.32,808,1
37,1,3,0,1.0,17,11.22,40.18,11,6,5,22,0,0,29,1,8,1,1,5.0,0.83,69.03,589,2
55,2,3,0,2.1,9,14.91,82.66,8,6,4,15,1,0,7,1,10,4,2,4.0,0.47,39.97,906,2
18,0,1,2,1.0,2,11.93,62.68,8,3,5,22,0,1,41,0,10,3,3,4.0,0.63,66.15,45,3
52,1,3,0,2.0,11,21.13,5.0,16,4,6,15,0,0,14,1,11,4,2,5.0,0.76,77.5,641,1
45,2,0,0,2.0,12,13.78,65.48,17,6,5,12,0,0,21,1,4,5,4,3.0,0.46,55.63,1114,4
24,1,3,2,1.0,6,7.17,67.7,15,8,3,20,0,0,12,1,4,6,0,4.0,0.65,57.46,966,0
26,1,3,2,1.0,10,6.45,50.23,7,5,3,13,1,0,25,2,6,1,4,3.6306638801191693,0.26,80.53,21,4
18,2,3,0,2.0,16,19.94,55.07,11,4,2,10,0,0,2,0,7,3,3,3.6306638801191693,0.74,63.48,441,2
53,0,3,1,1.2,10,27.89,25.91,17,5,3,21,0,0,11,2,4,3,2,2.0,0.8,44.55,219,4
51,0,0,2,2.0,10,5.79,65.07,13,3,6,7,0,1,23,1,5,4,4,4.0,0.21,60.0,383,4
51,1,2,2,1.2,12,4.82,33.04,11,3,2,4,0,0,27,0,4,3,0,3.6306638801191693,0.87,73.93,873,3
34,1,3,0,1.2,5,13.0,30.14,8,9,4,14,3,1,3,1,5,6,6,5.0,0.34,66.31,321,4
49,1,3,0,2.0,2,3.51,66.5,9,5,7,7,0,0,2,1,5,3,1,4.0,0.91,68.02,406,2
19,0,1,2,1.1,5,8.0,14.22,11,7,2,14,1,0,39,1,10,1,2,4.0,0.11,73.91,877,3
53,1,4,2,2.1,10,11.93,37.76,7,4,6,9,0,1,23,0,5,6,2,3.0,0.41,63.65,1170,2
42,1,6,0,1.1,9,15.99,78.85,15,5,2,23,1,0,19,0,11,3,3,4.0,0.37,69.34,104,4
43,2,4,0,1.1,6,14.87,50.26,8,4,4,3,0,0,36,1,3,2,1,4.0,0.67,53.49,380,0
43,2,3,2,2.0,9,13.63,57.31,9,3,4,13,2,0,0,1,10,2,2,3.0,0.9,62.09,1072,3
38,1,1,0,1.0,9,5.35,62.27,17,7,6,11,0,0,18,1,10,4,0,3.0,0.23,77.02,474,2
35,1,6,0,1.2,8,7.6,51.59,13,6,4,7,0,0,17,1,9,5,5,3.6306638801191693,0.25,62.16,850,3
46,0,3,1,1.2,9,17.24,28.54,12,9,4,4,0,0,36,2,6,3,1,3.6306638801191693,0.35,62.18,316,4
41,1,6,0,1.0,12,7.97,61.25,12,7,3,20,1,0,18,1,3,2,2,4.0,0.31,68.36,1135,2
45,0,3,2,1.2,2,8.16,78.26,13,4,3,9,0,0,18,1,3,5,5,3.0,0.2,57.65,570,3
29,0,6,0,2.0,11,5.74,67.86,16,6,1,10,1,0,29,1,5,2,0,5.0,0.82,62.13,813,4
28,1,6,2,1.0,11,10.51,39.29,16,2,4,19,0,0,7,1,3,3,4,5.0,0.06,63.3,1037,3
44,1,1,1,2.0,9,10.79,64.3,14,3,3,16,1,0,36,2,5,1,0,4.0,0.01,63.66,571,1
40,0,6,2,1.1,6,11.21,58.14,9,4,5,10,0,0,35,1,6,5,2,3.0,0.77,73.81,772,3
50,0,6,2,2.1,13,13.43,44.93,12,5,4,6,0,0,7,1,5,4,2,5.0,0.61,61.53,609,2
33,1,3,0,1.0,9,2.95,5.0,11,3,4,20,0,0,8,1,5,4,2,5.0,0.07,71.89,946,2
45,0,0,0,1.0,10,15.2,27.27,11,7,6,15,1,0,3,1,4,1,2,3.0,0.4,44.2,636,3
45,0,3,0,2.0,5,26.0,42.39,12,4,4,20,1,0,38,0,11,6,2,4.0,0.61,68.87,770,4
55,1,0,2,2.1,10,30.23,63.66,11,7,2,22,0,0,37,2,8,2,4,4.0,0.15,76.19,432,2
23,1,0,0,1.1,5,6.68,75.51,13,3,4,4,1,0,29,1,10,0,1,5.0,0.29,51.34,391,0
59,1,6,2,2.1,7,3.72,38.75,14,6,5,19,1,0,25,1,6,4,1,4.0,0.31,75.92,596,2
46,0,3,0,2.0,7,30.51,45.2,19,7,0,14,0,0,34,1,5,4,1,1.0,0.18,50.64,485,1
51,0,3,0,1.1,4,7.4,9.67,9,9,6,6,0,0,29,0,4,3,1,4.0,0.39,56.43,786,3
20,1,3,2,1.2,5,10.9,60.15,9,5,5,17,0,0,44,0,5,2,2,2.0,0.85,57.17,1090,0
23,1,3,0,1.1,6,16.94,68.83,8,4,3,18,0,0,14,1,8,2,2,3.0,0.71,54.57,460,3
55,1,6,1,1.2,9,20.95,48.48,17,11,3,10,0,0,8,1,6,2,1,1.0,1.0,81.92,1037,3
30,2,3,0,2.0,8,21.44,67.91,15,4,4,18,1,0,9,1,8,3,1,2.0,0.64,79.59,690,2
53,0,1,0,2.0,5,7.85,63.81,14,4,3,19,1,0,25,1,3,6,0,5.0,0.44,65.13,1143,4
32,0,3,2,1.1,8,10.65,73.04,11,9,5,3,3,1,40,1,11,2,2,4.0,0.12,63.07,985,3
23,0,6,2,2.1,7,12.34,10.68,11,5,1,8,0,0,44,1,6,4,1,3.0,0.78,61.75,44,3
50,1,6,2,1.0,7,13.95,17.77,9,6,4,20,0,1,41,0,7,5,1,5.0,0.55,56.74,214,3
58,0,3,1,2.0,6,5.0,46.33,10,3,6,20,0,0,5,0,7,3,1,3.0,0.86,73.74,26,3
29,0,0,0,2.1,10,20.53,49.29,7,7,10,20,1,0,17,0,8,3,3,3.0,0.17,44.2,794,1
30,1,6,1,1.1,11,10.14,37.81,11,2,2,12,0,0,22,2,5,2,2,5.0,0.64,64.71,675,0
50,0,1,0,2.1,13,7.87,60.68,11,5,6,13,2,1,10,1,5,3,1,5.0,0.82,67.3,741,4
45,0,1,0,2.1,12,7.87,35.35,16,5,4,14,0,2,6,0,4,5,0,2.0,0.09,63.69,266,3
53,0,3,2,2.1,11,16.36,32.98,12,9,5,16,1,0,10,1,9,7,3,4.0,0.86,48.47,1119,2
22,1,3,0,1.2,10,10.02,28.11,14,5,2,8,0,0,22,0,8,5,5,5.0,0.64,75.23,139,3
42,0,3,0,1.2,7,4.33,37.29,15,2,3,18,0,1,10,1,7,2,0,5.0,0.2,72.62,10,4
34,0,6,2,2.1,12,10.43,32.41,17,4,3,6,0,0,38,1,5,0,4,2.0,0.2,59.2,264,0
54,1,3,0,2.0,12,25.75,39.85,11,4,7,15,0,0,26,0,9,2,1,3.6306638801191693,0.23,44.35,1197,3
36,0,2,1,2.0,8,9.89,38.41,15,9,2,19,1,0,21,1,4,3,3,4.0,0.63,70.63,1028,3
52,0,3,0,1.2,7,7.74,66.19,10,8,2,17,0,0,35,1,6,2,0,1.0,0.95,61.61,330,3
51,0,3,0,2.0,9,3.56,28.9,12,4,5,10,0,0,20,1,5,1,2,3.0,0.26,52.79,810,4
23,1,3,2,1.1,9,12.46,37.94,9,9,5,17,0,0,11,1,5,5,0,2.0,0.36,81.89,883,4
36,0,3,0,2.1,10,5.89,57.91,9,6,1,19,0,0,13,0,8,2,2,4.0,0.94,99.79,611,2
18,1,0,2,2.1,13,9.42,50.43,15,5,5,23,0,1,39,2,6,2,3,3.6306638801191693,0.6,50.92,741,3
24,1,5,0,1.0,5,13.5,53.35,16,7,4,21,0,2,2,0,7,6,4,3.0,0.47,84.25,395,4
51,0,1,1,1.2,6,7.78,38.43,11,3,2,23,1,0,7,1,6,2,1,4.0,0.61,52.31,289,4
36,1,3,0,1.1,8,18.24,23.69,10,3,6,21,1,0,12,0,5,5,1,4.0,0.08,73.04,286,0
50,1,6,2,1.2,7,11.43,49.4,16,5,2,11,0,0,25,1,2,3,0,3.0,0.04,65.16,1160,2
43,0,2,2,2.0,9,13.51,71.58,13,4,5,6,2,0,14,1,6,5,2,4.0,0.04,74.56,1073,0
58,0,5,0,1.1,4,8.07,39.35,10,5,6,15,1,0,26,1,8,2,5,4.0,0.35,75.28,1018,3
59,1,5,1,2.0,10,16.4,22.67,15,3,7,20,0,0,2,2,9,3,2,4.0,0.71,80.08,539,3
44,1,3,2,1.2,8,17.2,43.27,10,8,5,24,0,0,31,1,11,1,2,3.0,0.52,60.51,858,2
55,0,5,2,2.0,2,8.51,52.76,19,9,6,15,1,0,7,1,7,3,3,5.0,0.8,95.87,674,2
43,1,5,0,2.0,8,5.69,96.67,20,7,3,6,0,1,39,2,6,4,2,4.0,0.71,85.67,222,0
52,0,1,2,1.2,10,32.71,46.11,11,6,8,4,0,0,26,1,8,2,2,5.0,0.71,86.03,1098,0
37,1,5,0,2.0,9,5.89,34.23,20,3,3,22,0,0,26,0,2,2,2,2.0,0.27,69.06,849,2
41,2,5,2,1.1,11,10.03,32.76,14,3,6,19,0,0,15,1,2,3,1,5.0,0.41,77.22,291,3
38,0,1,2,2.1,6,6.0,80.24,12,5,3,4,0,0,37,1,6,2,1,4.0,0.05,56.57,259,4
43,1,1,0,2.0,9,6.42,52.62,12,7,3,5,1,0,30,0,7,5,4,4.0,0.96,64.44,228,3
37,1,5,0,1.1,5,11.53,88.99,11,3,4,18,1,0,10,1,9,3,4,3.6306638801191693,0.14,71.29,511,2
23,1,3,2,1.0,5,17.64,48.85,12,9,4,23,0,0,41,2,6,5,1,3.6306638801191693,0.26,92.64,202,3
20,0,3,2,2.1,9,3.92,24.75,9,1,1,23,0,0,20,1,8,4,2,2.0,0.02,41.84,818,0
27,1,3,1,2.0,7,21.05,48.79,8,6,5,19,1,1,32,1,2,2,1,5.0,0.08,42.32,535,2
29,1,5,0,2.0,9,21.51,54.51,7,6,2,6,0,0,24,1,4,3,0,4.0,0.96,71.61,837,3
50,1,4,1,2.0,6,8.05,45.39,7,3,2,16,0,0,15,1,7,1,2,4.0,0.7,48.65,560,4
39,1,3,0,1.2,12,8.59,34.03,7,5,1,13,0,0,16,1,5,1,2,2.0,0.49,66.25,979,1
33,1,3,1,1.1,5,15.5,52.72,6,7,2,9,1,0,9,1,7,7,4,5.0,0.62,66.48,598,1
34,0,6,0,1.2,9,8.51,45.29,12,5,2,6,0,1,44,0,1,2,4,3.6306638801191693,0.91,60.15,923,2
27,0,1,0,1.2,6,1.75,27.37,7,9,5,17,1,1,43,1,7,2,3,4.0,0.11,69.24,616,3
29,0,3,0,2.1,9,6.56,32.53,10,6,6,23,1,0,23,0,8,6,3,5.0,0.28,49.53,491,3
36,1,0,0,1.0,8,3.83,29.67,7,5,4,8,1,0,6,2,6,2,3,3.6306638801191693,0.09,80.02,508,0
57,1,3,0,1.2,7,12.2,67.32,9,4,2,16,1,0,38,2,8,4,2,5.0,0.42,63.91,1180,1
40,0,6,2,1.0,10,12.23,58.63,8,1,3,24,0,0,6,1,8,4,0,4.0,0.28,66.94,272,3
57,0,6,1,2.1,12,21.54,58.16,20,3,0,3,0,0,18,1,5,3,3,4.0,0.4,64.74,1109,1
27,0,3,2,2.1,7,18.75,72.86,12,4,3,22,0,0,25,1,5,1,3,4.0,0.67,70.18,1144,4
27,0,6,0,1.2,16,0.9,27.86,8,8,3,17,0,0,40,1,9,2,1,4.0,0.64,67.51,520,3
